"_time","IP_Sessions(K)"
"2021-06-12T18:00:00.000-0400","12353.048"
"2021-06-12T19:00:00.000-0400","12346.498"
"2021-06-12T20:00:00.000-0400","12333.584"
"2021-06-12T21:00:00.000-0400","12306.525"
"2021-06-12T22:00:00.000-0400","12243.6"
"2021-06-12T23:00:00.000-0400","12149.433"
"2021-06-13T00:00:00.000-0400","12047.747"
"2021-06-13T01:00:00.000-0400","11952.538999999999"
"2021-06-13T02:00:00.000-0400","11870.794999999998"
"2021-06-13T03:00:00.000-0400","11807.541000000001"
"2021-06-13T04:00:00.000-0400","11763.363000000001"
"2021-06-13T05:00:00.000-0400","11737.725"
"2021-06-13T06:00:00.000-0400","11763.104"
